subject,datestamp,timestamp,version,god,soc,fis,age,sex,edu,par,exd,id
A14CZH0LPHBX79_m3r5,2014-09-10,16:47:28,la_moral_3p_random,2,4,4,44,Femal,"Some College",250202,undefined,1072
AGJM3414MUSEH_m3r5,2014-09-10,17:09:38,la_moral_3p_random,2,3,1,61,Femal,"Some College",204782,undefined,1073
A2YAB9OITN0ZTU_m3r5,2014-09-10,17:22:58,la_moral_3p_random,5,1,4,22,Male,"Some College",244634,undefined,1074
A1HTJ7Q459GY2K_m3r5,2014-09-10,17:26:22,la_moral_3p_random,5,2,2,35,Femal,"Master's Degree",274590,undefined,1075
A1RT9SQ9D9DLOV_m3r5,2014-09-11,11:03:24,la_moral_3p_random,1,1,1,37,Femal,"Bachelor's Degree",120815,undefined,1076
A2IZNMRW4C4XM6_m3r5,2014-09-11,11:04:03,la_moral_3p_random,7,1,3,27,Femal,"High School Graduate",164390,undefined,1077
A2YIM8S1MZCKDY_m3r5,2014-09-11,11:04:03,la_moral_3p_random,7,6,4,33,Male,"Some College",184893,undefined,1078
A2OL18MGK5LEO7_m3r5,2014-09-11,11:05:40,la_moral_3p_random,7,3,5,32,Male,"Bachelor's Degree",141533,undefined,1079
AFM3QI2ZYSVW7_m3r5,2014-09-11,11:06:41,la_moral_3p_random,2,2,2,28,Femal,"Master's Degree",169357,undefined,1080
A3LGJHPZCD8PQA_m3r5,2014-09-11,11:07:00,la_moral_3p_random,5,5,5,27,Male,"Graduate Degree",168911,undefined,1081
A1R2W9OYQQRZTS_m3r5,2014-09-11,11:07:19,la_moral_3p_random,1,2,2,29,Male,"Some College",252264,undefined,1082
A1H11P4QSM08Y1_m3r5,2014-09-11,11:07:33,la_moral_3p_random,2,2,4,30,Male,"Bachelor's Degree",153678,undefined,1083
A3M5WW7OCUAWX0_m3r5,2014-09-11,11:08:20,la_moral_3p_random,7,5,7,32,Male,"Master's Degree",336212,undefined,1084
" AR24CTAWN9GI0_m3r5",2014-09-11,11:08:28,la_moral_3p_random,4,1,1,29,Male,"Bachelor's Degree",268764,undefined,1085
AS9YQPH511Z94_m3r5,2014-09-11,11:09:20,la_moral_3p_random,1,3,2,40,Male,"Bachelor's Degree",231937,undefined,1086
A1GKLOBYNF70C7_m3r5,2014-09-11,11:09:20,la_moral_3p_random,7,4,4,27,Femal,"Some College",257176,undefined,1087
AILW5LUTC11C9_m3r5,2014-09-11,11:09:57,la_moral_3p_random,1,1,2,35,Femal,"Master's Degree",195019,undefined,1088
A2CR879QNKLWCS_m3r5,2014-09-11,11:10:06,la_moral_3p_random,6,4,4,48,Male,"High School Graduate",205590,undefined,1089
A1OP4BATW0TUUG_m3r5,2014-09-11,11:10:21,la_moral_3p_random,1,3,3,25,Male,"Bachelor's Degree",274854,undefined,1090
AEF74ZYJTTEIA_m3r5,2014-09-11,11:10:30,la_moral_3p_random,7,3,6,36,Male,"Bachelor's Degree",150698,undefined,1091
A34YD9P7KI4RF_m3r5,2014-09-11,11:10:35,la_moral_3p_random,5,2,2,54,Femal,"Some College",233646,undefined,1092
AM2WGEJDWJY1I_m3r5,2014-09-11,11:11:03,la_moral_3p_random,1,4,4,51,Male,"Bachelor's Degree",220669,undefined,1093
A302M81U0HM7RJ_m3r5,2014-09-11,11:11:10,la_moral_3p_random,7,4,6,28,Male,"Some College",235169,undefined,1094
" A37Y5CTJ8HCQER_m3r5",2014-09-11,11:11:11,la_moral_3p_random,6,5,5,55,Femal,"High School Graduate",314226,undefined,1095
A1VJ18RHIN82NA_m3r5,2014-09-11,11:11:47,la_moral_3p_random,1,3,4,22,Male,"Some College",147560,undefined,1096
A1DVXQV6GGSQRX_m3r5,2014-09-11,11:12:00,la_moral_3p_random,2,1,1,49,Male,"High School Graduate",424876,undefined,1097
AMKRYRENIXK2H_m3r5,2014-09-11,11:12:54,la_moral_3p_random,1,2,2,29,Male,"Bachelor's Degree",339567,undefined,1098
A3VQP1UC7BA3YU_m3r5,2014-09-11,11:15:47,la_moral_3p_random,7,2,3,55,Femal,"Bachelor's Degree",338522,undefined,1099
A3OW5EFQ5QFD19_m3r5,2014-09-11,11:16:10,la_moral_3p_random,5,5,5,26,Femal,"Bachelor's Degree",458771,undefined,1100
A3V33XEK4JWVH8_m3r5,2014-09-11,11:16:13,la_moral_3p_random,1,1,3,42,Femal,"Some College",270518,undefined,1101
ATM90U6E6YN65_m3r5,2014-09-11,11:17:41,la_moral_3p_random,1,3,4,27,Femal,"Bachelor's Degree",153871,undefined,1102
A34SLHI93BBV9E_m3r5,2014-09-11,11:19:37,la_moral_3p_random,5,1,3,25,Femal,"Bachelor's Degree",184599,undefined,1103
ABNNSRB6Y5EFR_m3r5,2014-09-11,11:19:47,la_moral_3p_random,6,5,6,32,Femal,"Bachelor's Degree",779780,undefined,1104
"A348EDOF2UP527 _m3r5",2014-09-11,11:21:57,la_moral_3p_random,7,3,5,30,Femal,"Bachelor's Degree",1275885,undefined,1105
A2MQC8KZ8DOON1_m3r5,2014-09-11,11:22:38,la_moral_3p_random,1,1,1,35,Male,"Bachelor's Degree",252988,undefined,1106
A2S9O48PW9D2IP_m3r5,2014-09-11,11:24:54,la_moral_3p_random,7,6,6,38,Femal,"Bachelor's Degree",247964,undefined,1107
A3GTBI5WIB5SC_m3r5,2014-09-11,11:25:04,la_moral_3p_random,1,3,4,27,Femal,"Bachelor's Degree",616102,undefined,1108
AI258R8HU53PT_m3r5,2014-09-11,11:27:06,la_moral_3p_random,1,4,5,25,Male,"Bachelor's Degree",581825,undefined,1109
A15WYY7ZKAQQ7R_m3r5,2014-09-11,11:30:00,la_moral_3p_random,5,2,3,55,Femal,"Some College",868115,undefined,1110
A3TZZADDWD7O1A_m3r5,2014-09-11,11:30:28,la_moral_3p_random,2,1,3,32,Femal,"Bachelor's Degree",423174,undefined,1111
A257UIPAZR9NTN_m3r5,2014-09-11,11:31:59,la_moral_3p_random,1,3,3,Select,Male,"Bachelor's Degree",169687,undefined,1112
A26GD7O74RXO5U_m3r5,2014-09-11,11:40:44,la_moral_3p_random,1,1,1,29,Femal,"Master's Degree",142153,undefined,1113
A3URSY316O7QKA_m3r5,2014-09-11,11:45:44,la_moral_3p_random,5,4,4,26,Male,"Master's Degree",140936,undefined,1114
ARFV302JOUOF_m3r5,2014-09-11,11:53:52,la_moral_3p_random,2,2,4,24,Male,"High School Graduate",310945,undefined,1115
A25ZADCJI3D5AF_m3r5,2014-09-11,12:10:12,la_moral_3p_random,1,1,1,32,Male,"Graduate Degree",382189,undefined,1116
A22CDR7E994ORK_m3r5,2014-09-11,12:17:06,la_moral_3p_random,1,5,5,39,Male,"Some College",258823,undefined,1117
A3HNEYFOIJWPH1_m3r5,2014-09-11,12:40:31,la_moral_3p_random,1,5,5,31,Male,"Some High School",223113,undefined,1118
A1I2V4JT86MJKK_m3r5,2014-09-11,12:46:16,la_moral_3p_random,7,3,5,40,Male,"High School Graduate",444858,undefined,1119
AY83IK32UJU9B_m3r5,2014-09-11,12:47:19,la_moral_3p_random,7,3,5,37,Femal,"Bachelor's Degree",225587,undefined,1120
A3M9OB97P8CBND_m3r5,2014-09-11,13:08:11,la_moral_3p_random,7,3,5,24,Male,"Some College",328923,undefined,1121
A1JG0SJHUXT1FW_m3r5,2014-09-11,13:11:19,la_moral_3p_random,7,5,6,44,Male,"Bachelor's Degree",287508,undefined,1122
A2A9UG936U98KG_m3r5,2014-09-11,13:13:36,la_moral_3p_random,6,5,5,68,Femal,"High School Graduate",373630,undefined,1123
ARU5SUU4YH3GX_m3r5,2014-09-11,13:43:41,la_moral_3p_random,7,3,3,18,Male,"Some College",223626,undefined,1124
A1YBX7P5PY8LL_m3r5,2014-09-17,18:05:11,la_moral_3p_random,3,2,2,33,Male,"Master's Degree",173890,undefined,1125
AKFWAW2AJ5DOQ_m3r5,2014-09-17,18:05:14,la_moral_3p_random,1,4,4,22,Male,"Some College",116026,undefined,1126
A3D8O8CQZICN0F_m3r5,2014-09-17,18:05:56,la_moral_3p_random,1,1,2,44,Femal,"Bachelor's Degree",146772,undefined,1127
A23VM3SZWYATBO_m3r5,2014-09-17,18:07:20,la_moral_3p_random,7,7,7,48,Femal,"Some College",140203,undefined,1128
ARTSG66V2MOJ6_m3r5,2014-09-17,18:08:54,la_moral_3p_random,1,4,3,30,Femal,"Bachelor's Degree",221139,undefined,1129
" A1PNOIIYIW9NYA_m3r5",2014-09-17,18:09:23,la_moral_3p_random,7,6,5,26,Femal,"Some College",166174,undefined,1130
A1PMQY9CDRN6VJ_m3r5,2014-09-17,18:10:21,la_moral_3p_random,7,4,4,30,Femal,"Master's Degree",159977,undefined,1131
A2SD0FOTS35JYN_m3r5,2014-09-17,18:10:33,la_moral_3p_random,6,4,4,60,Male,"Some College",227197,undefined,1132
AJ34WB9Z37ILU_m3r5,2014-09-17,18:10:47,la_moral_3p_random,1,4,4,37,Male,"Bachelor's Degree",194976,undefined,1133
A1QOR6XZKINWNA_m3r5,2014-09-17,18:10:54,la_moral_3p_random,2,1,1,26,Femal,"High School Graduate",176096,undefined,1134
A3W5CPVTONIGVI_m3r5,2014-09-17,18:11:00,la_moral_3p_random,1,2,4,32,Femal,"Bachelor's Degree",261456,undefined,1135
A2Q5O64TC9HI8V_m3r5,2014-09-17,18:11:01,la_moral_3p_random,1,1,1,43,Male,"Master's Degree",287606,undefined,1136
A2ZBDSR2LZNVAE_m3r5,2014-09-17,18:11:38,la_moral_3p_random,1,5,6,43,Male,"Bachelor's Degree",279761,undefined,1137
A7PX6N3VS02IX_m3r5,2014-09-17,18:11:54,la_moral_3p_random,6,2,3,26,Femal,"Some College",282877,undefined,1138
ANI295T27XYTO_m3r5,2014-09-17,18:12:51,la_moral_3p_random,4,1,4,44,Femal,"High School Graduate",272644,undefined,1139
AUJTK82RQURYV_m3r5,2014-09-17,18:13:39,la_moral_3p_random,1,1,1,60,Femal,"Some College",417205,undefined,1140
A2SJC9VRBGNC58_m3r5,2014-09-17,18:14:07,la_moral_3p_random,3,2,4,51,Femal,"Some College",275089,undefined,1141
ATVNZK7C2VVJD_m3r5,2014-09-17,18:14:32,la_moral_3p_random,7,5,5,24,Femal,"Some College",351109,undefined,1142
ADELW3TS04YY7_m3r5,2014-09-17,18:15:08,la_moral_3p_random,3,4,4,41,Male,"Some College",389792,undefined,1143
AFN5VMMGYPF1I_m3r5,2014-09-17,18:15:24,la_moral_3p_random,7,4,4,55,Femal,"High School Graduate",358344,undefined,1144
A1RTGA9KHJ6VS4_m3r5,2014-09-17,18:15:50,la_moral_3p_random,4,2,5,31,Femal,"Bachelor's Degree",273371,undefined,1145
A1G086U25XD2MI_m3r5,2014-09-17,18:16:05,la_moral_3p_random,1,3,5,28,Male,"Bachelor's Degree",424681,undefined,1146
" A20YGFCRNDTD6_m3r5",2014-09-17,18:17:17,la_moral_3p_random,4,4,4,30,Femal,"Some College",429765,undefined,1147
A1OVT0PCQPZ2J7_m3r5,2014-09-17,18:17:58,la_moral_3p_random,3,5,4,39,Femal,"Master's Degree",516351,undefined,1148
A34WDWM497QFWI_m3r5,2014-09-17,18:17:59,la_moral_3p_random,2,4,4,19,Male,"Some College",317297,undefined,1149
AY67NCS5495PA_m3r5,2014-09-17,18:18:13,la_moral_3p_random,4,4,7,28,Male,"Some College",297766,undefined,1150
A3SMTP08PPXDWA_m3r5,2014-09-17,18:18:47,la_moral_3p_random,2,2,4,27,Male,"Bachelor's Degree",157229,undefined,1151
A39NHCOMRAS4ST_m3r5,2014-09-17,18:19:27,la_moral_3p_random,1,2,4,23,Femal,"Some College",339933,undefined,1152
A3IHREMSBVMNQT_m3r5,2014-09-17,18:20:33,la_moral_3p_random,4,3,5,31,Femal,"Some College",245361,undefined,1153
A3MAR4UNYX3FTY_m3r5,2014-09-17,18:21:45,la_moral_3p_random,7,2,2,50,Femal,"Master's Degree",514227,undefined,1154
A3U2PA1GJ3W93Y_m3r5,2014-09-17,18:22:32,la_moral_3p_random,7,2,2,67,Femal,"High School Graduate",174153,undefined,1155
ADOB8J5ANJLQW_m3r5,2014-09-17,18:24:24,la_moral_3p_random,7,5,3,27,Male,"Bachelor's Degree",147722,undefined,1156
A3GN3Q0B9R5AA_m3r5,2014-09-17,18:25:10,la_moral_3p_random,1,2,2,30,Femal,"Bachelor's Degree",234994,undefined,1157
A22DUZBVW3YDK6_m3r5,2014-09-17,18:25:32,la_moral_3p_random,1,2,3,33,Femal,"Some College",299030,undefined,1158
A2WB94D01SHAPH_m3r5,2014-09-17,18:27:30,la_moral_3p_random,6,4,6,41,Male,"Some College",175785,undefined,1159
A3VP27UUQ34OXK_m3r5,2014-09-17,18:29:51,la_moral_3p_random,7,5,5,51,Femal,"Some College",356518,undefined,1160
A20KPSS5V2KNLT_m3r5,2014-09-17,18:34:01,la_moral_3p_random,7,7,7,21,Male,"Some College",171852,undefined,1161
A7W4CJ36FBX0N_m3r5,2014-09-17,18:39:31,la_moral_3p_random,7,1,3,48,Femal,"Bachelor's Degree",224886,undefined,1162
" A2FZ33IG772RGT_m3r5",2014-09-17,18:40:11,la_moral_3p_random,7,4,4,43,Femal,"High School Graduate",300264,undefined,1163
A3IJCDUFWJ9XRO_m3r5,2014-09-17,18:54:18,la_moral_3p_random,7,5,6,33,Male,"Bachelor's Degree",2473418,undefined,1164
A2GY4KKNZ73T5B_m3r5,2014-09-17,18:58:09,la_moral_3p_random,2,2,3,27,Femal,"Bachelor's Degree",312493,undefined,1165
AUT7WIA27ENZ9_m3r5,2014-09-17,19:09:44,la_moral_3p_random,5,2,3,51,Femal,"Bachelor's Degree",412545,undefined,1166
ARFDAABPF0Z5O_m3r5,2014-09-17,19:10:02,la_moral_3p_random,7,5,5,24,undef,"Bachelor's Degree",169918,undefined,1167
A2NPMC3FH05OSG_m3r5,2014-09-17,19:11:04,la_moral_3p_random,7,7,4,61,Femal,"Bachelor's Degree",420508,undefined,1168
A1O7JVT3DJ7I0D_m3r5,2014-09-17,19:14:35,la_moral_3p_random,6,7,7,23,Male,"Some College",315362,undefined,1169
A1GV6JU1NSUD30_m3r5,2014-09-17,19:21:44,la_moral_3p_random,1,4,4,33,Male,"Some College",201397,undefined,1170
A27O2IILV3S5YS_m3r5,2014-09-17,19:35:01,la_moral_3p_random,4,2,2,33,Femal,"Bachelor's Degree",327328,undefined,1171
A1RFMKXITDAOCX_m3r5,2014-09-17,20:12:15,la_moral_3p_random,1,7,7,23,Male,"Some College",316025,undefined,1172
A2ECER48S9Y44U_m3r5,2014-09-17,20:14:15,la_moral_3p_random,5,2,6,34,Male,"Some College",269896,undefined,1173
A13UG90T6301VE_m3r5,2014-09-17,20:20:39,la_moral_3p_random,1,2,4,35,Male,"Some College",206760,undefined,1174
A2H4HYDU6FEAMQ_m3r5,2014-09-18,10:27:58,la_moral_3p_random,1,1,3,27,Male,"Some College",134662,undefined,1175
A3RRCLDVNSFS6H_m3r5,2014-09-18,10:28:05,la_moral_3p_random,2,2,6,43,Femal,"Graduate Degree",204937,undefined,1176
" A3LN9BVLOWLYER_m3r5",2014-09-18,10:28:10,la_moral_3p_random,1,1,1,41,Femal,"Master's Degree",126184,undefined,1177
ACXR9CVS59T23_m3r5,2014-09-18,10:29:04,la_moral_3p_random,1,3,3,27,Male,"Bachelor's Degree",174855,undefined,1178
AU7A3QNJF3O00_m3r5,2014-09-18,10:29:05,la_moral_3p_random,1,2,2,26,Male,"Some College",197068,undefined,1179
A3O8U9LRPHC94H_m3r5,2014-09-18,10:30:08,la_moral_3p_random,1,2,3,34,Femal,"High School Graduate",263080,undefined,1180
A3581R6GWGIMJX_m3r5,2014-09-18,10:31:12,la_moral_3p_random,7,4,4,25,Femal,"Some College",257336,undefined,1181
A19BMRBO5UAD6H_m3r5,2014-09-18,10:31:17,la_moral_3p_random,7,7,5,43,Femal,"Some College",230102,undefined,1182
A3S3NLZV7A06QN_m3r5,2014-09-18,10:31:22,la_moral_3p_random,6,2,3,33,Femal,"Master's Degree",256630,undefined,1183
A1PT63J40GNSZF_m3r5,2014-09-18,10:32:25,la_moral_3p_random,4,5,6,23,Male,"Bachelor's Degree",159832,undefined,1184
ASSLGDY9ZOR2R_m3r5,2014-09-18,10:32:48,la_moral_3p_random,4,4,4,33,Femal,"Bachelor's Degree",286417,undefined,1185
A179FA3NA9FQ47_m3r5,2014-09-18,10:32:52,la_moral_3p_random,3,3,4,29,Femal,"High School Graduate",267108,undefined,1186
A2MS79E5JZLZ0L_m3r5,2014-09-18,10:32:54,la_moral_3p_random,7,6,6,35,Femal,"Some College",348348,undefined,1187
A1RTMAOVYQIAG7_m3r5,2014-09-18,10:33:39,la_moral_3p_random,5,6,6,22,Femal,"Bachelor's Degree",244002,undefined,1188
A1KQWBK5WHCNYQ_m3r5,2014-09-18,10:33:41,la_moral_3p_random,5,4,4,31,Femal,"Bachelor's Degree",293319,undefined,1189
A14XY4KSUATVAA_m3r5,2014-09-18,10:33:41,la_moral_3p_random,6,4,4,36,Male,"High School Graduate",163218,undefined,1190
A3MFQL7NLSJ4WH_m3r5,2014-09-18,10:34:17,la_moral_3p_random,3,4,4,34,Femal,"Some College",328285,undefined,1191
A2YHGBDEMVIAH0_m3r5,2014-09-18,10:34:49,la_moral_3p_random,2,2,3,25,Femal,"Bachelor's Degree",266102,undefined,1192
"AFJA6W2RWNQCZ _m3r5",2014-09-18,10:35:36,la_moral_3p_random,2,2,4,29,Male,"Some College",401122,undefined,1193
A3FYQFWEULR6QB_m3r5,2014-09-18,10:35:46,la_moral_3p_random,4,3,4,27,Male,"High School Graduate",372821,undefined,1194
A1C1LO2UX3NSNT_m3r5,2014-09-18,10:35:48,la_moral_3p_random,2,2,2,24,Femal,"Some College",210802,undefined,1195
A26X054UJOBN6K_m3r5,2014-09-18,10:36:10,la_moral_3p_random,7,3,7,43,Male,"Master's Degree",183246,undefined,1196
A3OF6X7KVJ4Z99_m3r5,2014-09-18,10:36:29,la_moral_3p_random,7,2,6,32,Male,"Bachelor's Degree",258061,undefined,1197
" A2WZDY9R2GHRXD_m3r5",2014-09-18,10:36:41,la_moral_3p_random,7,2,2,22,Femal,"Some College",182449,undefined,1198
A1DDPSGI2AH4EO_m3r5,2014-09-18,10:36:58,la_moral_3p_random,5,2,2,34,Femal,"Master's Degree",276308,undefined,1199
AFT06UGRPBTEQ_m3r5,2014-09-18,10:36:59,la_moral_3p_random,1,3,4,28,Femal,"Bachelor's Degree",477875,undefined,1200
A2BTJFHP7WQY23_m3r5,2014-09-18,10:38:26,la_moral_3p_random,4,2,1,32,Male,"Some College",142588,undefined,1201
A2RHQDS58PL14K_m3r5,2014-09-18,10:39:51,la_moral_3p_random,1,1,1,65,Femal,"Bachelor's Degree",409080,undefined,1202
ACQVIEH85AI0D_m3r5,2014-09-18,10:40:29,la_moral_3p_random,1,4,4,27,Femal,"High School Graduate",230980,undefined,1203
A1KLKBR91IBJC2_m3r5,2014-09-18,10:41:23,la_moral_3p_random,1,1,5,20,Femal,"Some College",232152,undefined,1204
AT0XOIMR637KW_m3r5,2014-09-18,10:41:25,la_moral_3p_random,2,3,5,27,Male,"Some College",391847,undefined,1205
A1XCQA727LJVL2_m3r5,2014-09-18,10:41:26,la_moral_3p_random,7,4,4,50,Femal,"Some College",618050,undefined,1206
AW1SWNQFPIUKF_m3r5,2014-09-18,10:54:53,la_moral_3p_random,7,2,2,41,Femal,"Some College",928981,undefined,1207
A36470UBRH28GO_m3r5,2014-09-18,10:57:25,la_moral_3p_random,7,6,6,34,Femal,"Bachelor's Degree",229918,undefined,1208
A1R1BNSFBG04AV_m3r5,2014-09-18,10:59:32,la_moral_3p_random,4,7,3,29,Male,"Bachelor's Degree",369284,undefined,1209
A8UM292EGKZ14_m3r5,2014-09-18,10:59:32,la_moral_3p_random,7,2,5,31,Male,"High School Graduate",532404,undefined,1210
A334V9Z5AJOK36_m3r5,2014-09-18,11:06:32,la_moral_3p_random,5,3,5,43,Male,"Bachelor's Degree",255746,undefined,1211
AN9MVFWRCF2OP_m3r5,2014-09-18,11:18:12,la_moral_3p_random,1,1,2,24,Male,"Some College",144327,undefined,1212
A14C8SDEDOYPDC_m3r5,2014-09-18,11:18:18,la_moral_3p_random,2,4,5,26,Male,"Bachelor's Degree",141472,undefined,1213
AY5O199V9M9O7_m3r5,2014-09-18,11:18:34,la_moral_3p_random,3,1,1,26,Male,"Some College",149139,undefined,1214
A2NV6DVP5UBBT0_m3r5,2014-09-18,11:19:11,la_moral_3p_random,2,1,4,32,Femal,"Some College",246500,undefined,1215
A2PSBSDIFZYXW_m3r5,2014-09-18,11:19:41,la_moral_3p_random,1,4,4,24,Male,"Bachelor's Degree",236591,undefined,1216
A3E08GRFJJAT2S_m3r5,2014-09-18,11:20:12,la_moral_3p_random,1,3,7,43,Male,"Some College",208344,undefined,1217
A2EY0R9GUHBNQX_m3r5,2014-09-18,11:20:14,la_moral_3p_random,3,2,2,34,Male,"Some College",158733,undefined,1218
A2V3OLQMISGLWY_m3r5,2014-09-18,11:20:41,la_moral_3p_random,2,1,2,29,Femal,"Master's Degree",231587,undefined,1219
A1G69P73SBVUR4_m3r5,2014-09-18,11:21:12,la_moral_3p_random,7,3,5,35,Femal,"Master's Degree",229582,undefined,1220
ADIRMBJQ77E61_m3r5,2014-09-18,11:21:34,la_moral_3p_random,1,2,5,27,Femal,"Bachelor's Degree",223915,undefined,1221
A1QOPE5YZYWKHE_m3r5,2014-09-18,11:21:51,la_moral_3p_random,7,7,7,31,Male,"Master's Degree",240568,undefined,1222
AH6RWPAG642L1_m3r5,2014-09-18,11:22:07,la_moral_3p_random,7,4,4,26,Femal,"Bachelor's Degree",295376,undefined,1223
A282ZM8UBKT6D4_m3r5,2014-09-18,11:22:30,la_moral_3p_random,7,2,6,35,Femal,"Some College",324486,undefined,1224
A22J1U3RTB7TG4_m3r5,2014-09-18,11:23:08,la_moral_3p_random,5,4,4,44,Male,"Some College",246881,undefined,1225
A1WJC9VETYJYHP_m3r5,2014-09-18,11:23:31,la_moral_3p_random,1,1,1,33,Femal,"High School Graduate",367630,undefined,1226
A1G24OXMQ5V06Z_m3r5,2014-09-18,11:23:50,la_moral_3p_random,4,3,6,20,Male,"Some College",302766,undefined,1227
A221FSWO28B4YF_m3r5,2014-09-18,11:25:05,la_moral_3p_random,4,1,4,30,Femal,"Some College",228383,undefined,1228
A2RREI7Z5EVR2X_m3r5,2014-09-18,11:25:27,la_moral_3p_random,1,3,3,35,Male,"Bachelor's Degree",376182,undefined,1229
A1BM57TUNAQIXM_m3r5,2014-09-18,11:25:35,la_moral_3p_random,2,2,4,29,Femal,"Bachelor's Degree",348989,undefined,1230
A19983YGO0MKCS_m3r5,2014-09-18,11:26:05,la_moral_3p_random,2,6,6,35,Femal,"Some College",469039,undefined,1231
A2EB76NMY2NHUS_m3r5,2014-09-18,11:26:06,la_moral_3p_random,2,5,3,38,Male,"Some College",344886,undefined,1232
A2OGWB5LE6RHNA_m3r5,2014-09-18,11:26:26,la_moral_3p_random,1,3,4,25,Femal,"Some College",226297,undefined,1233
A2C8RZO1ETWRVQ_m3r5,2014-09-18,11:26:32,la_moral_3p_random,6,4,4,58,Femal,"High School Graduate",165679,undefined,1234
A49J8YAFS8J7I_m3r5,2014-09-18,11:26:49,la_moral_3p_random,1,1,3,23,Male,"High School Graduate",213863,undefined,1235
ACY1SGG0PND8W_m3r5,2014-09-18,11:26:53,la_moral_3p_random,2,5,5,49,Male,"Bachelor's Degree",498582,undefined,1236
A3PB2SW241TJ89_m3r5,2014-09-18,11:27:02,la_moral_3p_random,1,2,4,38,Male,"Some College",371249,undefined,1237
" A30KE8N63FZIZ0_m3r5",2014-09-18,11:27:59,la_moral_3p_random,7,4,4,36,Femal,"Bachelor's Degree",459118,undefined,1238
A3IXDTIS3GTW8K_m3r5,2014-09-18,11:27:59,la_moral_3p_random,7,4,4,29,Male,"Some College",256946,undefined,1239
A2EUMXCQHCP25R_m3r5,2014-09-18,11:28:05,la_moral_3p_random,1,3,3,65,Male,"Graduate Degree",431596,undefined,1240
A1GHCVQ5XWM3JL_m3r5,2014-09-18,11:29:05,la_moral_3p_random,1,5,4,31,Male,"High School Graduate",672188,undefined,1241
A3SO41LNYREVAB_m3r5,2014-09-18,11:29:32,la_moral_3p_random,7,2,6,Select,Femal,"Some College",275174,undefined,1242
A1P3I7YCWXF9YG_m3r5,2014-09-18,11:29:34,la_moral_3p_random,7,2,2,40,Femal,"Some College",269974,undefined,1243
ARIQH18DLS4LC_m3r5,2014-09-18,11:31:46,la_moral_3p_random,7,3,3,54,Femal,"Master's Degree",467734,undefined,1244
A1PAY3X73PQ16S_m3r5,2014-09-18,11:32:07,la_moral_3p_random,1,2,2,47,Femal,"Graduate Degree",336907,undefined,1245
A1U7AAKEZ4YXZD_m3r5,2014-09-18,11:35:52,la_moral_3p_random,7,5,5,32,Femal,"Some College",181213,undefined,1246
A33KIELSFIQ02Q_m3r5,2014-09-18,11:36:01,la_moral_3p_random,6,3,4,32,Femal,"Bachelor's Degree",631233,undefined,1247
A3V6M08G06MRK2_m3r5,2014-09-18,11:36:48,la_moral_3p_random,2,3,4,23,Male,"Bachelor's Degree",418670,undefined,1248
AI9QOT5C5DN1P_m3r5,2014-09-18,11:37:53,la_moral_3p_random,6,5,5,33,Male,"Some College",237221,undefined,1249
A3F0NFNLOLFJT0_m3r5,2014-09-18,11:39:04,la_moral_3p_random,5,4,4,31,Male,"Some College",470232,undefined,1250
A39Q6EA421OBQE_m3r5,2014-09-18,11:39:32,la_moral_3p_random,1,4,4,32,Male,"Some College",397721,undefined,1251
A37HUVPAJTNSGT_m3r5,2014-09-18,11:40:01,la_moral_3p_random,7,4,4,32,Femal,"Some College",609648,undefined,1252
A2MCG5W6LHSRG9_m3r5,2014-09-18,11:40:34,la_moral_3p_random,1,2,3,29,Male,"Some College",665056,undefined,1253
A2HKPK07PSOPT3_m3r5,2014-09-18,11:42:05,la_moral_3p_random,7,1,1,25,Femal,"Bachelor's Degree",217832,undefined,1254
A36ARDS62APRSL_m3r5,2014-09-18,11:42:09,la_moral_3p_random,7,2,2,24,Male,"Master's Degree",270569,undefined,1255
A33T498R0KXWAJ_m3r5,2014-09-18,11:44:37,la_moral_3p_random,2,3,4,24,Femal,"Bachelor's Degree",248156,undefined,1256
A4PA5EW33W7J4_m3r5,2014-09-18,11:48:39,la_moral_3p_random,2,2,3,24,Male,"Bachelor's Degree",76872,undefined,1257
AIY2D7A7DP4V3_m3r5,2014-09-18,11:50:30,la_moral_3p_random,5,3,3,32,Femal,"Bachelor's Degree",531007,undefined,1258
A1ODGBU73JE8S_m3r5,2014-09-18,11:55:16,la_moral_3p_random,7,5,5,37,Femal,"Some College",227266,undefined,1259
AVVZTRF9H0XHH_m3r5,2014-09-18,11:55:37,la_moral_3p_random,1,2,3,32,Male,"Some College",1048237,undefined,1260
A2EI075XZT9Y2S_m3r5,2014-09-18,11:58:41,la_moral_3p_random,2,3,5,37,Male,"High School Graduate",246465,undefined,1261
AKX5RHHO8BIUX_m3r5,2014-09-18,12:00:23,la_moral_3p_random,7,5,6,53,Male,"Bachelor's Degree",204034,undefined,1262
AH6PQTU8QFO8U_m3r5,2014-09-18,12:03:27,la_moral_3p_random,1,3,5,33,Femal,"Bachelor's Degree",5685235,undefined,1263
A3BO90D83RV06T_m3r5,2014-09-18,12:04:34,la_moral_3p_random,1,3,3,37,Male,"Some College",362711,undefined,1264
AEODWC300ZWZQ_m3r5,2014-09-18,12:07:46,la_moral_3p_random,6,2,6,31,Male,"Master's Degree",287671,undefined,1265
AN6WT1D6EQ8V5_m3r5,2014-09-18,12:12:27,la_moral_3p_random,4,2,2,30,Femal,"Bachelor's Degree",112097,undefined,1266
